qseqid	saccver	pident	length	qcovs	evalue	bitscore	stitle	source_file	organism	filepath
TENT5D_Homo_sapiens	XP_077976852.1	59.451	328	84	7.82e-139	401	terminal nucleotidyltransferase 5C-like [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_033635424.1	62.388	335	75	1.08e-144	420	terminal nucleotidyltransferase 5C-like [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_033635424.1	57.895	323	76	2.09e-133	390	terminal nucleotidyltransferase 5C-like [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_033635424.1	60.651	338	86	1.73e-144	417	terminal nucleotidyltransferase 5C-like [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_033635424.1	54.167	336	86	1.96e-127	374	terminal nucleotidyltransferase 5C-like [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_054753321.1	59.878	329	74	1.38e-134	395	terminal nucleotidyltransferase 5C-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_054753321.1	49.580	357	84	2.09e-126	374	terminal nucleotidyltransferase 5C-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_054753321.1	59.412	340	87	7.42e-139	404	terminal nucleotidyltransferase 5C-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_054753321.1	52.557	352	90	2.24e-127	375	terminal nucleotidyltransferase 5C-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_041462475.1	59.878	329	74	2.11e-134	395	terminal nucleotidyltransferase 5C-like [Lytechinus variegatus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_variegatus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_variegatus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_041462532.1	59.878	329	74	2.60e-134	395	LOW QUALITY PROTEIN: terminal nucleotidyltransferase 5C-like [Lytechinus variegatus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_variegatus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_variegatus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_041462532.1	49.580	357	84	2.35e-126	374	LOW QUALITY PROTEIN: terminal nucleotidyltransferase 5C-like [Lytechinus variegatus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_variegatus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_variegatus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_041462475.1	49.580	357	84	2.82e-126	374	terminal nucleotidyltransferase 5C-like [Lytechinus variegatus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_variegatus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_variegatus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_041462532.1	59.412	340	87	1.70e-138	404	LOW QUALITY PROTEIN: terminal nucleotidyltransferase 5C-like [Lytechinus variegatus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_variegatus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_variegatus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_041462475.1	59.412	340	87	2.51e-138	403	terminal nucleotidyltransferase 5C-like [Lytechinus variegatus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_variegatus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_variegatus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_041462532.1	52.557	352	90	7.55e-127	374	LOW QUALITY PROTEIN: terminal nucleotidyltransferase 5C-like [Lytechinus variegatus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_variegatus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_variegatus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_041462475.1	52.557	352	90	1.01e-126	374	terminal nucleotidyltransferase 5C-like [Lytechinus variegatus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_variegatus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_variegatus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_030851220.1	59.878	329	74	4.80e-135	397	terminal nucleotidyltransferase 5C-like [Strongylocentrotus purpuratus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Strongylocentrotus_purpuratus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Strongylocentrotus_purpuratus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_003724224.2	59.878	329	74	6.02e-135	396	terminal nucleotidyltransferase 5C [Strongylocentrotus purpuratus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Strongylocentrotus_purpuratus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Strongylocentrotus_purpuratus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_030851220.1	53.354	328	77	6.87e-128	378	terminal nucleotidyltransferase 5C-like [Strongylocentrotus purpuratus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Strongylocentrotus_purpuratus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Strongylocentrotus_purpuratus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_003724224.2	53.354	328	77	8.36e-128	377	terminal nucleotidyltransferase 5C [Strongylocentrotus purpuratus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Strongylocentrotus_purpuratus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Strongylocentrotus_purpuratus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_030851220.1	59.412	340	87	3.97e-139	405	terminal nucleotidyltransferase 5C-like [Strongylocentrotus purpuratus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Strongylocentrotus_purpuratus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Strongylocentrotus_purpuratus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_003724224.2	59.412	340	87	4.15e-139	405	terminal nucleotidyltransferase 5C [Strongylocentrotus purpuratus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Strongylocentrotus_purpuratus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Strongylocentrotus_purpuratus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_030851220.1	50.407	369	95	3.36e-129	380	terminal nucleotidyltransferase 5C-like [Strongylocentrotus purpuratus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Strongylocentrotus_purpuratus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Strongylocentrotus_purpuratus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_003724224.2	50.407	369	95	4.22e-129	379	terminal nucleotidyltransferase 5C [Strongylocentrotus purpuratus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Strongylocentrotus_purpuratus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Strongylocentrotus_purpuratus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_038079036.1	64.308	325	73	2.16e-144	419	terminal nucleotidyltransferase 5C-like [Patiria miniata]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Patiria_miniata	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Patiria_miniata/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_038079036.1	58.385	322	76	5.04e-134	392	terminal nucleotidyltransferase 5C-like [Patiria miniata]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Patiria_miniata	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Patiria_miniata/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_038079036.1	61.765	340	87	4.74e-148	426	terminal nucleotidyltransferase 5C-like [Patiria miniata]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Patiria_miniata	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Patiria_miniata/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_038079036.1	54.381	331	85	1.37e-127	374	terminal nucleotidyltransferase 5C-like [Patiria miniata]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Patiria_miniata	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Patiria_miniata/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_078561845.1	54.155	373	81	4.36e-127	374	terminal nucleotidyltransferase 5C-like [Antedon bifida]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_bifida	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_bifida/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_078561845.1	55.402	361	83	1.40e-130	382	terminal nucleotidyltransferase 5C-like [Antedon bifida]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_bifida	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_bifida/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_078561845.1	58.516	364	89	1.19e-134	391	terminal nucleotidyltransferase 5C-like [Antedon bifida]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_bifida	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_bifida/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_078561845.1	49.600	375	95	8.45e-124	363	terminal nucleotidyltransferase 5C-like [Antedon bifida]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_bifida	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_bifida/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_072036890.1	61.538	325	73	4.44e-141	410	terminal nucleotidyltransferase 5C-like [Amphiura filiformis]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Amphiura_filiformis	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Amphiura_filiformis/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_072036890.1	58.385	322	76	1.77e-136	397	terminal nucleotidyltransferase 5C-like [Amphiura filiformis]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Amphiura_filiformis	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Amphiura_filiformis/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_072036890.1	60.000	340	87	4.89e-144	415	terminal nucleotidyltransferase 5C-like [Amphiura filiformis]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Amphiura_filiformis	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Amphiura_filiformis/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_072036890.1	51.404	356	92	4.45e-128	374	terminal nucleotidyltransferase 5C-like [Amphiura filiformis]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Amphiura_filiformis	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Amphiura_filiformis/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_071955683.1	54.155	373	81	4.25e-127	374	terminal nucleotidyltransferase 5C-like [Antedon mediterranea]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_mediterranea	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_mediterranea/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_071955683.1	55.402	361	83	1.18e-130	382	terminal nucleotidyltransferase 5C-like [Antedon mediterranea]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_mediterranea	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_mediterranea/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_071955683.1	58.516	364	89	1.58e-134	390	terminal nucleotidyltransferase 5C-like [Antedon mediterranea]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_mediterranea	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_mediterranea/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_071955683.1	49.600	375	95	7.22e-124	363	terminal nucleotidyltransferase 5C-like [Antedon mediterranea]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Antedon_mediterranea	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Antedon_mediterranea/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_071820039.1	59.347	337	75	1.21e-130	384	terminal nucleotidyltransferase 5C-like [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_071820039.1	54.769	325	76	9.00e-125	368	terminal nucleotidyltransferase 5C-like [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_071820039.1	56.693	381	96	1.03e-138	402	terminal nucleotidyltransferase 5C-like [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_071820039.1	47.917	384	98	3.91e-120	355	terminal nucleotidyltransferase 5C-like [Apostichopus japonicus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Apostichopus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Apostichopus_japonicus/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_035686171.1	57.389	406	89	1.78e-157	451	terminal nucleotidyltransferase 5C-like [Branchiostoma floridae]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_floridae	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_floridae/Cephalochordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_035686171.1	54.933	375	88	1.21e-147	426	terminal nucleotidyltransferase 5C-like [Branchiostoma floridae]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_floridae	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_floridae/Cephalochordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_035686171.1	56.576	403	99	8.22e-156	445	terminal nucleotidyltransferase 5C-like [Branchiostoma floridae]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_floridae	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_floridae/Cephalochordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_035686171.1	61.111	324	83	2.28e-146	421	terminal nucleotidyltransferase 5C-like [Branchiostoma floridae]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_floridae	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_floridae/Cephalochordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_066265819.1	58.205	390	85	5.34e-154	442	terminal nucleotidyltransferase 5C-like isoform X2 [Branchiostoma lanceolatum]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_lanceolatum	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_lanceolatum/Cephalochordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_066265811.1	58.205	390	85	8.53e-154	443	terminal nucleotidyltransferase 5C-like isoform X1 [Branchiostoma lanceolatum]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_lanceolatum	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_lanceolatum/Cephalochordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_066265819.1	53.867	375	88	2.99e-144	417	terminal nucleotidyltransferase 5C-like isoform X2 [Branchiostoma lanceolatum]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_lanceolatum	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_lanceolatum/Cephalochordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_066265811.1	50.605	413	97	5.28e-144	417	terminal nucleotidyltransferase 5C-like isoform X1 [Branchiostoma lanceolatum]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_lanceolatum	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_lanceolatum/Cephalochordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_066265819.1	57.292	384	96	4.51e-152	436	terminal nucleotidyltransferase 5C-like isoform X2 [Branchiostoma lanceolatum]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_lanceolatum	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_lanceolatum/Cephalochordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_066265811.1	57.292	384	96	8.95e-152	436	terminal nucleotidyltransferase 5C-like isoform X1 [Branchiostoma lanceolatum]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_lanceolatum	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_lanceolatum/Cephalochordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_066265819.1	60.185	324	83	1.30e-144	417	terminal nucleotidyltransferase 5C-like isoform X2 [Branchiostoma lanceolatum]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_lanceolatum	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_lanceolatum/Cephalochordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_066265811.1	60.185	324	83	2.95e-144	416	terminal nucleotidyltransferase 5C-like isoform X1 [Branchiostoma lanceolatum]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_lanceolatum	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_lanceolatum/Cephalochordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_019625416.1	57.072	403	89	5.90e-157	450	PREDICTED: protein FAM46C-like [Branchiostoma belcheri]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_belcheri	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_belcheri/Cephalochordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_019625416.1	54.933	375	88	9.78e-148	426	PREDICTED: protein FAM46C-like [Branchiostoma belcheri]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_belcheri	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_belcheri/Cephalochordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_019625416.1	55.860	401	99	1.28e-155	444	PREDICTED: protein FAM46C-like [Branchiostoma belcheri]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_belcheri	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_belcheri/Cephalochordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_019625416.1	61.420	324	83	4.56e-146	420	PREDICTED: protein FAM46C-like [Branchiostoma belcheri]	Cephalochordata_TENT5A-B-C-D.txt	Cephalochordata_Branchiostoma_belcheri	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Cephalochordata_Branchiostoma_belcheri/Cephalochordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_082794170.1	51.779	253	72	5.67e-74	243	terminal nucleotidyltransferase 5B-like [Thalia democratica]	Urochordata_TENT5A-B-C-D.txt	Urochordata_Thalia_democratica	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Urochordata_Thalia_democratica/Urochordata_TENT5A-B-C-D.txt
