Target_Clade	Accession	RefSeq_Status	Coverage	N50	Genome_Size	TaxID	Organism_Name
Porifera	GCF_963678975.1	reference genome	37	1714350	550830897	196820	Dysidea avara
Porifera	GCA_965112545.1	reference genome	399	3693793	166051662	220711	Chondrilla australiensis
Porifera	GCA_976954875.1	reference genome	97	2127225	247428952	237119	Axinella verrucosa
Porifera	GCA_964263335.1	reference genome	194	6458309	188585291	261677	Aiolochroia crassa
Porifera	GCA_982936665.1	reference genome	400	547198	293539101	263142	Cinachyrella apion
Porifera	GCA_964205185.2	reference genome	464	5505224	111574530	283519	Tethya californiana
Porifera	GCA_949841015.1	reference genome	63	407009	158787529	289389	Aplysina aerophoba
Porifera	GCA_965643675.1	reference genome	63	3862293	197672554	289398	Aplysina cauliformis
Porifera	GCA_964270515.1	reference genome	61	3436056	185065949	289402	Aplysina insularis
Porifera	GCA_965122385.1	reference genome	54	172072	338554887	295242	Agelas conifera
Porifera	GCA_978019905.1	reference genome	79	336546	189447049	297654	Cliona varians
Porifera	GCA_965279245.1	reference genome	101	1671125	315549340	313630	Agelas clathrodes
Porifera	GCA_964245335.1	reference genome	22	1982054	280795983	333315	Agelas tubulata
Porifera	GCA_964019415.1	reference genome	21	1536869	209268932	375146	Ianthella basta
Porifera	GCA_963281255.1	reference genome	86	430969	100526618	398365	Aphrocallistes beatrix
Porifera	GCF_000090795.2	reference genome	8	12197	164242647	400682	Amphimedon queenslandica
Porifera	GCA_982374455.1	reference genome	424	2393000	224907882	458489	Cinachyrella kuekenthali
Porifera	GCA_977930395.2	reference genome	29	1616000	117600643	458509	Niphates erecta
Porifera	GCA_964030485.1	reference genome	85	697885	86067122	463342	Tethya minuta
Porifera	GCA_964030475.1	reference genome	85	92565	126187550	463344	Tethya wilhelma
Porifera	GCA_978045225.1	reference genome	490	1084463	113987897	472225	Acanthascus dawsoni
Porifera	GCA_964261875.1	reference genome	180	803590	155584187	473528	Rhabdastrella globostellata
Porifera	GCA_964237215.1	reference genome	92	277233	291631328	476028	Rhopaloeides odorabile
Porifera	GCA_965112925.1	reference genome	555	1262691	216352949	484451	Cymbastela concentrica
Porifera	GCA_030341885.1	reference genome	19	48446	144789364	519541	Geodia barretti
Porifera	GCA_965151695.1	reference genome	70	1017714	148966469	519544	Geodia macandrewii
Porifera	GCA_964341465.1	reference genome	71	723620	112575775	521093	Geodia phlegraei
Porifera	GCA_050230095.1	reference genome	131	99047	169374118	546662	Terpios hoshinota
Porifera	GCA_964212625.1	reference genome	118	218929	402952098	593584	Phyllospongia foliascens
Porifera	GCA_964017065.1	reference genome	102	270935	144342314	608205	Haliclona indistincta
Porifera	GCA_978045175.1	reference genome	85	248008	89187276	664260	Geodia hentscheli
Porifera	GCA_977013855.1	reference genome	58	223000	929595364	698783	Mycale lingua
Porifera	GCA_978159415.1	reference genome	41	2400692	153603179	798306	Axinella dissimilis
Porifera	GCA_965653825.1	reference genome	166	1216764	177509320	798307	Axinella infundibuliformis
Porifera	GCA_977063055.1	reference genome	55	4291112	263488152	798309	Cymbastela cantharella
Porifera	GCA_964016965.1	reference genome	296	1386536	140863112	879318	Diacarnus erythraeanus
Porifera	GCA_978397455.1	reference genome	150	150967	283853189	885873	Craniella zetlandica
Porifera	GCA_964276705.1	reference genome	93	5007096	211917825	942649	Phakellia ventilabrum
Porifera	GCA_964263345.1	reference genome	12	1518680	166802206	1006801	Pachastrella ovisternata
Porifera	GCA_965196945.1	reference genome	83	1063172	127610805	1006808	Stelletta rhaphidiophora
Porifera	GCA_979020255.1	reference genome	14	124303	118505570	1006811	Stryphnus fortis
Porifera	GCA_965363255.1	reference genome	74	153000	123830479	1006814	Thenea schmidti
Porifera	GCA_964340815.1	reference genome	227	4029426	173793853	1006815	Thenea valdiviae
Porifera	GCA_985198605.1	reference genome	54	1468497	142465552	1006833	Calthropella durissima
Porifera	GCA_963965975.1	reference genome	15	4238256	146471534	1088918	Xestospongia bergquistia
Porifera	GCA_977035925.1	reference genome	95	156239	412556698	1234657	Sarcotragus fasciculatus
Porifera	GCA_977007035.1	reference genome	53	3448099	64135884	1266580	Aplysilla rubra
Porifera	GCA_977926365.1	reference genome	198	278068	295047781	1336856	Lendenfeldia chondrodes
Porifera	GCA_964274975.1	reference genome	81	1129836	113340760	1390724	Geodia parva
Porifera	GCA_965644515.1	reference genome	462	2988614	92319107	1391061	Weberella bursa
Porifera	GCA_028565695.1	reference genome	90	3708	459937682	1853779	Nicola tetela
Porifera	GCA_028571005.1	reference genome	120	3558	596185498	2020472	Clathrina lutea
Porifera	GCA_963969325.1	reference genome	77	169098	235104845	2491183	Lycopodina hypogea
Porifera	GCA_054858975.1	reference genome	60	1916819	226485739	2583056	Halisarca dujardinii
Porifera	GCA_965278755.2	reference genome	592	705000	131153060	2593556	Pleroma turbinatum
Porifera	GCA_036873525.1	reference genome	60	3100	234942239	2606644	Chalinula nematifera
Porifera	GCA_028752895.1	na	21	1530534	940468339	2732015	Cladorhizidae sp. MBARI D1340-BT2
Porifera	GCA_982935605.1	reference genome	119	3180751	185364457	2737913	Murus hirondellei
Porifera	GCA_964264905.1	reference genome	163	194879	157715149	2738514	Phakellia robusta
Porifera	GCA_029303865.1	na	272.201	3783	5478250	2922390	Niphatidae sp.
Porifera	GCA_028753935.1	na	115	5479153	195749415	2996061	Hexactinellida sp. DTS-2022
Porifera	GCA_965278765.1	reference genome	378	319951	111779670	3014155	Corbitella plagiariorum
Porifera	GCA_964258925.1	reference genome	125	1079309	101749957	3014158	Bolosoma cyanae
Porifera	GCA_964274175.1	reference genome	156	1172378	165868254	3053597	Suberites lambei
Porifera	GCA_963930835.2	reference genome	66	4113000	130425157	3062688	Spongia lamella
Porifera	GCA_965785925.1	reference genome	75	886918	226945138	3115543	Petrosia crassa
Porifera	GCA_974939545.1	reference genome	35	265000	470266164	3115544	Craniella infrequens
Porifera	GCA_965152365.1	reference genome	74	776503	130739553	3121256	Penares turmericolor
Porifera	GCA_986269995.1	reference genome	161	163065	183956540	3122426	Amphimedon nodosa
Porifera	GCA_965654285.1	na	62	71585	187170930	3127775	Biemna sp. UH-2024
Porifera	GCA_965113215.1	reference genome	392	667402	97776841	3132094	Asconema megaatrialia
Porifera	GCA_982375275.1	reference genome	422	1084151	211080983	3133104	Spheciospongia papillosa
Porifera	GCA_977925855.1	reference genome	230	631508	103254772	3290968	Callyspongia tubulosa
Porifera	GCA_965112345.1	reference genome	107	885514	486266808	3294121	Mycale flammula
Porifera	GCA_965206415.1	na	284	129614	177384471	3378732	Haplosclerida sp. GHC0000330
Porifera	GCA_964374215.1	na	73	125716	354234934	3381574	Neoschrammeniella cf. bowerbankii
Porifera	GCA_982552325.1	na	229	79498	199737698	3387220	Pione sp. GHC0000220
Porifera	GCA_978045135.1	na	11	2793129	201355875	3402741	Spongiidae sp. n. GHC0000124
Porifera	GCA_963930685.1	na	90	58138	1235251579	3411722	Cliona cf. orientalis
Porifera	GCA_963170055.1	na	106	1702066	195673586	3411723	Halisarca cf. caerulea
Porifera	GCA_964213935.1	na	154	6828000	466245392	3411725	Spongia aff. officinalis
Porifera	GCA_982375335.1	na	307	364660	201365670	3411726	Cliona cf. celata
Porifera	GCA_982525255.1	na	109	3937509	173208323	3415240	Haliclona cf. cnidata
Porifera	GCA_985555805.1	na	350	153779	297567500	3463453	Phorbas cf. fictitius
Porifera	GCA_964020145.1	na	171	146519	362759873	3463454	Chondrilla cf. caribensis
Porifera	GCA_977009195.1	na	78	3923007	162790970	3465858	Hexadella sp. A-XEH1ECDDD
Porifera	GCA_982525265.1	na	73	246989	334394413	3469285	Lendenfeldia sp. GHC0000049
Porifera	GCA_984589145.1	na	13	587268	95315302	3698951	Vazella cf. pourtalesii
Porifera	GCA_982936715.1	na	235	132406	253107042	3698952	Scopalina cf. australiensis
Porifera	GCA_983145125.1	na	38	169473	189408836	3698953	Plakortis sp. GHC0000296
Ctenophora	GCA_946803715.1	reference genome	48	18289	91597139	10201	Beroe ovata
Ctenophora	GCA_048537945.1	reference genome	450	3726882	208176570	27923	Mnemiopsis leidyi
Ctenophora	GCA_046161365.1	reference genome	160	2465	132711383	34499	Pleurobrachia bachei
Ctenophora	GCA_011033025.1	reference genome	290	208539	218968635	140453	Beroe forskalii
Ctenophora	GCA_965231305.1	reference genome	155	164823	313740538	140496	Mertensia ovum
Ctenophora	GCA_976929535.1	reference genome	34	487362	547923199	320166	Beroe abyssicola
Ctenophora	GCA_020137815.1	reference genome	499	595295	110678691	1403702	Hormiphora californensis
Ctenophora	GCA_031471255.1	reference genome	50	1625	465244027	1566677	Dryodora glandiformis
Ctenophora	GCA_976914215.1	reference genome	180	808598	288346793	2516999	Bolinopsis mikado
Ctenophora	GCF_026151205.1	reference genome	108	3068845	265435384	2820187	Bolinopsis microptera
Ctenophora	GCA_977014805.1	na	62	216517	199480560	3027315	Bolinopsis sp. AMAMI
Placozoa	GCF_000150275.1	reference genome	na	204191	105631681	10228	Trichoplax adhaerens
Placozoa	GCA_003344405.1	na	80	91942	94878730	287889	Trichoplax sp. H2
Cnidaria	GCF_964215635.1	reference genome	529	87595	243968693	6082	Hydra viridissima
Cnidaria	GCF_037890685.1	reference genome	20	56075473	834212037	6087	Hydra vulgaris
Cnidaria	GCA_032361285.1	reference genome	50	2628	874912576	6100	Aequorea victoria
Cnidaria	GCF_009602425.1	reference genome	163	13051	238179736	6105	Actinia tenebrosa
Cnidaria	GCA_011057435.1	reference genome	40	492607	409058306	6106	Actinia equina
Cnidaria	GCA_965177965.1	reference genome	55	9596318	308300218	6108	Anemonia sulcata
Cnidaria	GCA_051176645.1	reference genome	67.14	1793396	299861120	6110	Anthopleura elegantissima
Cnidaria	GCA_964019055.1	reference genome	91	2343175	290039430	6112	Anthopleura xanthogrammica
Cnidaria	GCA_964340385.1	reference genome	52	17418000	293220359	6114	Calliactis parasitica
Cnidaria	GCA_949775045.1	reference genome	59	1819000	390884731	6116	Metridium senile
Cnidaria	GCA_050437185.1	reference genome	35	4066094	599147570	6118	Entacmaea quadricolor
Cnidaria	GCA_015163945.2	reference genome	130	5181	297322833	6123	Stichodactyla helianthus
Cnidaria	GCA_964034985.1	reference genome	235	1065760	328680610	6130	Acropora cervicornis
Cnidaria	GCF_964030605.1	reference genome	246	1777896	333946596	6131	Acropora palmata
Cnidaria	GCA_044048545.1	reference genome	237	5028253	225560470	6135	Renilla koellikeri
Cnidaria	GCA_900177555.1	reference genome	141	1741	131554742	6136	Renilla reniformis
Cnidaria	GCA_004194415.1	reference genome	90	33962	376932402	6145	Aurelia aurita
Cnidaria	GCA_014526335.2	reference genome	420	227000	337393999	6148	Chrysaora quinquecirrha
Cnidaria	GCA_964235115.1	reference genome	189	144866	326118219	12993	Cassiopea xamachana
Cnidaria	GCF_029227915.1	reference genome	66	25832406	480922349	13093	Hydractinia symbiolongicarpus
Cnidaria	GCA_044327125.1	reference genome	60	3191	352274395	31164	Bunodosoma granuliferum
Cnidaria	GCA_030067915.1	reference genome	84	554117	565047976	35630	Hydractinia echinata
Cnidaria	GCA_011763375.2	reference genome	110	2652	278966790	38281	Heteractis magnifica
Cnidaria	GCF_013753865.1	reference genome	85	1091365	475381253	45264	Acropora millepora
Cnidaria	GCF_932526225.1	reference genome	53	2927189	269418438	45351	Nematostella vectensis
Cnidaria	GCA_032270385.1	reference genome	50	2134	302084719	45621	Urticina crassicornis
Cnidaria	GCA_014634045.1	reference genome	278	50557	426326548	46686	Acropora cytherea
Cnidaria	GCA_965607595.1	reference genome	81	757000	830821469	46696	Caulastraea furcata
Cnidaria	GCA_977035595.1	reference genome	174	156492	680481627	46700	Tubastraea coccinea
Cnidaria	GCA_949126865.1	reference genome	52	2047503	689311190	46704	Montipora capitata
Cnidaria	GCF_003704095.1	reference genome	45.4	25941	234333463	46731	Pocillopora damicornis
Cnidaria	GCA_942486045.1	reference genome	156	4753879	347233126	46732	Pocillopora meandrina
Cnidaria	GCA_948470475.1	reference genome	70	1749000	416848215	46745	Galaxea fascicularis
Cnidaria	GCA_022496165.2	reference genome	78.86	20569	651363123	46748	Catalaphyllia jardinei
Cnidaria	GCA_042850425.1	reference genome	238	5098939	434157806	46750	Fimbriaphyllia ancora
Cnidaria	GCA_964258915.1	reference genome	215	1183337	239432024	47073	Condylactis gigantea
Cnidaria	GCF_002042975.1	reference genome	251	12466	485532801	48498	Orbicella faveolata
Cnidaria	GCF_964199315.1	reference genome	317	10871726	496972095	48499	Orbicella franksi
Cnidaria	GCA_977012875.1	reference genome	321	2521665	537777807	48500	Orbicella annularis
Cnidaria	GCF_002571385.2	reference genome	476	20684	397587675	50429	Stylophora pistillata
Cnidaria	GCA_963693305.1	reference genome	74	7628668	551155651	51056	Meandrina meandrites
Cnidaria	GCA_022179025.1	reference genome	131	17662	576510620	51061	Porites australiensis
Cnidaria	GCF_958299795.1	reference genome	33	3486875	541644883	51062	Porites lutea
Cnidaria	GCA_900234385.1	reference genome	140	1315	400604393	51769	Anemonia viridis
Cnidaria	GCA_979016875.1	reference genome	40	7006330	520103772	51773	Corynactis viridis
Cnidaria	GCA_044474185.1	reference genome	60	1625	332905140	51816	Stichodactyla tapetum
Cnidaria	GCA_964291705.1	reference genome	174	5980256	495248832	55974	Acropora hyacinthus
Cnidaria	GCA_031471615.1	reference genome	50	2137	223846148	56245	Aglantha digitale
Cnidaria	GCA_025770025.1	reference genome	109	2873	243681559	58815	Virgularia gustaviana
Cnidaria	GCA_010108815.2	reference genome	100	1286	43671844	59785	Myxobolus squamalis
Cnidaria	GCA_918559645.1	reference genome	150	9293	69794587	60662	Ceratonova shasta
Cnidaria	GCA_009887335.1	reference genome	300	7570	61443780	69463	Henneguya salminicola
Cnidaria	GCA_014634205.1	reference genome	220	40130	416422065	70778	Acropora nasuta
Cnidaria	GCF_000222465.1	reference genome	150	10912	447478678	70779	Acropora digitifera
Cnidaria	GCA_014634125.1	reference genome	228	25126	400993167	70780	Acropora gemmifera
Cnidaria	GCA_014634605.1	reference genome	163	34202	442824714	70782	Acropora florida
Cnidaria	GCA_014633955.1	reference genome	120	27215	403138309	70783	Acropora tenuis
Cnidaria	GCA_030142905.1	reference genome	50	1427998	429909776	86515	Heliopora coerulea
Cnidaria	GCA_977019185.1	reference genome	72	412180	1076740881	86543	Briareum asbestinum
Cnidaria	GCA_042919415.1	reference genome	63	234018	299023763	86550	Erythropodium caribaeorum
Cnidaria	GCA_974392565.1	reference genome	77	4230000	546327967	89882	Agaricia agaricites
Cnidaria	GCA_014634185.1	reference genome	275	31248	373482476	102202	Astreopora myriophthalma
Cnidaria	GCA_019787425.1	reference genome	60	32425	1096359891	102205	Platygyra sinensis
Cnidaria	GCA_942486025.1	reference genome	192	33681	603805388	104178	Porites evermanni
Cnidaria	GCA_973946955.1	reference genome	119	1118527	580977954	104759	Porites lobata
Cnidaria	GCA_014634505.1	reference genome	90	24965	643322625	105610	Montipora efflorescens
Cnidaria	GCA_964212065.1	reference genome	65	896722	482712449	105615	Isopora palifera
Cnidaria	GCA_048544155.1	reference genome	30.75	2914656	496812990	114500	Acropora intermedia
Cnidaria	GCA_018155075.1	reference genome	100	16678	406637004	114796	Cassiopea andromeda
Cnidaria	GCA_014634225.1	reference genome	434	45501	438047505	117778	Acropora yongei
Cnidaria	GCA_964273435.1	reference genome	127	1050468	482189575	117779	Acropora austera
Cnidaria	GCA_964656595.1	reference genome	99	1018390	541737312	123773	Madracis senaria
Cnidaria	GCA_964035525.1	reference genome	30	5276744	589274169	126659	Porites cylindrica
Cnidaria	GCA_003687565.2	reference genome	120	3850	620643343	128124	Craspedacusta sowerbii
Cnidaria	GCA_013076295.1	reference genome	1665	411334	184371355	128131	Sanderia malayensis
Cnidaria	GCA_977000285.1	reference genome	40	5274245	554556895	130055	Cladocora caespitosa
Cnidaria	GCF_052425735.1	reference genome	30	838847	529418093	130080	Oculina patagonica
Cnidaria	GCA_964030785.1	reference genome	36	5969669	831102746	130672	Siderastrea siderea
Cnidaria	GCA_042464825.1	reference genome	19	151884	396820986	132404	Edwardsia elegans
Cnidaria	GCA_025331085.2	reference genome	110	4641	410868066	134931	Zoanthus sociatus
Cnidaria	GCA_965234985.1	reference genome	98	616562	811970643	134933	Palythoa caribaeorum
Cnidaria	GCA_044231415.1	reference genome	100	17861421	518313916	140239	Acropora pulchra
Cnidaria	GCA_031770025.1	reference genome	60	13379050	559124966	141011	Acropora spathulata
Cnidaria	GCA_964265095.1	reference genome	25	1625182	532310562	142104	Corallium rubrum
Cnidaria	GCF_004324835.1	reference genome	108	1445523	286131786	151771	Dendronephthya gigantea
Cnidaria	GCA_965214385.1	reference genome	166	392092	547212312	154029	Acropora loripes
Cnidaria	GCA_014634165.1	reference genome	170	36638	383861656	156436	Acropora microphthalma
Cnidaria	GCF_036669905.1	reference genome	861	1517898	487333246	159855	Acropora muricata
Cnidaria	GCA_964304775.1	reference genome	133	518147	342338993	160216	Anthopleura artemisia
Cnidaria	GCA_023349425.1	reference genome	63.31	2720395	288950296	160748	Anthopleura sola
Cnidaria	GCA_949710005.1	reference genome	62	2968506	537844786	165100	Ricordea florida
Cnidaria	GCA_047906015.2	reference genome	696	31044737	457591908	165419	Astrangia poculata
Cnidaria	GCA_014634525.1	reference genome	182	34309	392938768	165727	Acropora selago
Cnidaria	GCA_025447995.2	reference genome	120	2916	460552712	167633	Isaurus tuberculatus
Cnidaria	GCA_032356645.1	reference genome	50	650	768783262	168710	Aegina citrea
Cnidaria	GCA_032273505.1	reference genome	50	2091	888530327	168759	Nanomia bijuga
Cnidaria	GCA_036873815.1	reference genome	60	10737	312254096	168771	Phacellophora camtschatica
Cnidaria	GCA_041430235.2	reference genome	75	2032403	3327460943	168775	Physalia physalis
Cnidaria	GCA_041295935.1	reference genome	60	1359	452303773	168796	Stomolophus meleagris
Cnidaria	GCA_029204205.1	reference genome	35	438598	556858542	174260	Desmophyllum pertusum
Cnidaria	GCA_046867295.1	reference genome	35	2792954	40172413	182359	Sphaerospora molnari
Cnidaria	GCA_001455295.2	reference genome	40	996	67975573	188704	Enteromyxum leei
Cnidaria	GCA_964261235.1	reference genome	140	7414000	478491027	191023	Acropora spicifera
Cnidaria	GCA_965282975.1	reference genome	51	1763291	393861871	200527	Aulactinia verrucosa
Cnidaria	GCF_036669915.1	reference genome	405	2212633	353416094	203993	Pocillopora verrucosa
Cnidaria	GCA_965233905.1	reference genome	40	104556	594837655	204324	Eunicea knighti
Cnidaria	GCA_963855995.1	reference genome	118	4018000	453396868	204328	Muricea muricata
Cnidaria	GCA_976986585.1	reference genome	62	229339	436191389	204378	Antillogorgia americana
Cnidaria	GCA_964194065.1	reference genome	59	4359090	339181664	204384	Gorgonia ventalina
Cnidaria	GCA_037127295.1	reference genome	50	23048	495621216	213635	Acropora hemprichii
Cnidaria	GCA_964187815.1	reference genome	283	9063966	560006297	214965	Dendrogyra cylindrus
Cnidaria	GCA_056822295.1	reference genome	40	34798031	878628306	214987	Platygyra daedalea
Cnidaria	GCA_964017195.1	reference genome	88	4187519	807191999	214988	Siderastrea radians
Cnidaria	GCF_977016875.1	reference genome	148	3067493	602225754	227230	Pavona decussata
Cnidaria	GCA_964020135.1	na	164	1065095	442811458	237398	Aurelia sp. 3 sensu Dawson et al. (2005)
Cnidaria	GCA_964019065.1	reference genome	321	3176829	217975480	237413	Catostylus mosaicus
Cnidaria	GCA_965282425.1	reference genome	109	1260278	388238899	242715	Diploria labyrinthiformis
Cnidaria	GCA_043250805.1	reference genome	66	4902466	398942710	242718	Colpophyllia natans
Cnidaria	GCA_014634245.1	reference genome	90	26103	652738455	246299	Montipora cactus
Cnidaria	GCF_036669925.1	reference genome	520.5	826617	809264945	246305	Montipora capricornis
Cnidaria	GCF_902728285.1	reference genome	27	376564	420978673	252671	Clytia hemisphaerica
Cnidaria	GCA_977015295.1	reference genome	130	94200	502925312	262284	Agaricia lamarcki
Cnidaria	GCA_038088405.1	reference genome	97.5	33031278	539516755	262287	Porites divaricata
Cnidaria	GCA_964035705.1	reference genome	151	1779000	569607418	262591	Porites rus
Cnidaria	GCA_963930725.1	reference genome	180	2825545	232853447	264050	Candelabrum cocksii
Cnidaria	GCA_978473255.1	reference genome	169	6648315	532228856	264052	Ectopleura larynx
Cnidaria	GCA_040893725.1	reference genome	108	4160568	925282156	264074	Cladonema radiatum
Cnidaria	GCA_036873855.1	reference genome	60	1684	564057781	264121	Sarsia tubulosa
Cnidaria	GCA_001407235.2	reference genome	1300	39532	31177209	269814	Kudoa iwatai
Cnidaria	GCA_001455285.1	reference genome	500	4474	173585031	275449	Sphaeromyxa zaharoni
Cnidaria	GCA_977969865.1	reference genome	230	127382	713995793	287898	Eunicea succinea
Cnidaria	GCA_976234745.1	reference genome	55	1334499	859943259	287901	Eunicea clavigera
Cnidaria	GCA_982185195.1	reference genome	240	220115	498290646	287906	Muricea laxa
Cnidaria	GCA_032352715.1	reference genome	80	3559	470862503	308567	Bougainvillia muscus
Cnidaria	GCA_027922465.2	reference genome	219.5	747194	435923997	308579	Turritopsis dohrnii
Cnidaria	GCA_916610825.1	reference genome	68	1466457	261880027	313498	Haliclystus octoradiatus
Cnidaria	GCA_058774725.1	reference genome	42	3780284	4527223659	316235	Porpita porpita
Cnidaria	GCA_965177985.2	reference genome	53	7689143	489950242	317547	Eunicella cavolini
Cnidaria	GCA_902702795.2	reference genome	244	19152	606969498	317549	Paramuricea clavata
Cnidaria	GCA_057556685.1	reference genome	62.13	1753123	598664229	318094	Paragorgia arborea
Cnidaria	GCA_003864495.1	reference genome	179	849297	213621014	321803	Nemopilema nomurai
Cnidaria	GCA_026546655.1	reference genome	120	2667	566019393	328561	Epizoanthus illoricatus
Cnidaria	GCA_025403585.1	reference genome	130	3150	593601463	328570	Parazoanthus swiftii
Cnidaria	GCA_025331005.2	reference genome	120	4002	457932737	329727	Zoanthus gigantus
Cnidaria	GCA_026122405.2	reference genome	120	2495	537977332	329728	Zoanthus sansibaricus
Cnidaria	GCA_025403565.2	reference genome	105	1674	668467692	334445	Palythoa heliodiscus
Cnidaria	GCA_027575255.1	reference genome	120	2468	1259201252	340365	Scolionema suvaense
Cnidaria	GCA_982319615.1	reference genome	53	10116134	478188328	358801	Sarcophyton elegans
Cnidaria	GCA_014633975.1	reference genome	219	51873	394735330	367763	Acropora acuminata
Cnidaria	GCA_039566895.2	reference genome	860.38	1187606	266792216	367916	Turritopsis rubra
Cnidaria	GCA_052402645.1	reference genome	15	1943602	853919719	371664	Podabacia crustacea
Cnidaria	GCA_056777005.1	reference genome	60	1237000	878766726	388437	Cladopsammia gracilis
Cnidaria	GCA_964289765.3	reference genome	77	9098906	433359834	396355	Eunicella verrucosa
Cnidaria	GCA_963924455.1	reference genome	44	6030123	357081105	400838	Pelagia noctiluca
Cnidaria	GCA_027575235.2	reference genome	120	828	916983906	417481	Palythoa mutuki
Cnidaria	GCA_947652115.1	reference genome	61	418556	367991705	419443	Blastomussa wellsi
Cnidaria	GCA_049996035.1	reference genome	88	5350451	447665164	475174	Stichodactyla haddoni
Cnidaria	GCA_044473145.1	reference genome	60	1842	366488383	478395	Diadumene cincta
Cnidaria	GCA_044473105.1	reference genome	60	6269	248486271	478399	Heteractis aurora
Cnidaria	GCA_044473265.1	reference genome	60	1826	319722680	478417	Phymanthus loligo
Cnidaria	GCA_031471435.1	reference genome	50	2722	157953981	478421	Stomphia didemon
Cnidaria	GCA_024336925.2	reference genome	110	3259	543858579	487818	Zoanthus solanderi
Cnidaria	GCA_977016795.1	reference genome	291	630892	394437203	493932	Phyllorhiza punctata
Cnidaria	GCA_016490735.1	reference genome	95	766649	984430632	497657	Pachyseris speciosa
Cnidaria	GCA_040369045.1	reference genome	387	48651	524129749	499903	Cladonema pacificum
Cnidaria	GCF_013076305.1	reference genome	17177.2	195514	256689583	499914	Rhopilema esculentum
Cnidaria	GCA_027564595.1	reference genome	280	2070	1037087141	500004	Bythotiara depressa
Cnidaria	GCA_032356525.1	reference genome	50	1104	557065058	500057	Eutonina indicans
Cnidaria	GCA_032360805.1	reference genome	60	1261	770475485	502968	Neoturris breviconis
Cnidaria	GCA_965112835.1	reference genome	74	1053113	656214868	504342	Stephanocoenia intersepta
Cnidaria	GCA_027575285.2	reference genome	140	2176	659744211	504656	Zoanthus pulchellus
Cnidaria	GCA_014634105.1	reference genome	211	24392	401478809	513064	Acropora echinata
Cnidaria	GCA_025403605.1	reference genome	100	2028	549208561	513426	Parazoanthus darwini
Cnidaria	GCA_027575005.1	reference genome	140	889	748645361	541214	Sphenopus marsupialis
Cnidaria	GCA_965112555.1	reference genome	48	415723	3014132920	544484	Millepora dichotoma
Cnidaria	GCA_965112645.1	reference genome	50	10034543	3065301217	544493	Millepora alcicornis
Cnidaria	GCA_964656905.1	reference genome	44	7180679	2982957844	544496	Millepora complanata
Cnidaria	GCA_057127605.1	reference genome	30.2	631078	501999982	553415	Isidella tentaculum
Cnidaria	GCA_059441185.1	reference genome	79	266656	681200183	570133	Cyphastrea microphthalma
Cnidaria	GCA_059054395.1	reference genome	263	1705224	327100404	589949	Podocoryna americana
Cnidaria	GCF_036669935.1	reference genome	424.58	1034910	789253072	591990	Montipora foliosa
Cnidaria	GCA_057945515.1	reference genome	82	13033364	379556450	596313	Mastigias papua
