qseqid	saccver	pident	length	qcovs	evalue	bitscore	stitle	source_file	organism	filepath
TENT5A_Homo_sapiens	XP_055500210.1	74.737	380	86	0	588	terminal nucleotidyltransferase 5C isoform X1 [Leucoraja erinaceus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Leucoraja_erinaceus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Leucoraja_erinaceus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_055499361.1	71.543	376	85	0	561	terminal nucleotidyltransferase 5A-like [Leucoraja erinaceus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Leucoraja_erinaceus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Leucoraja_erinaceus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_055492050.1	65.796	383	89	0	524	terminal nucleotidyltransferase 5A [Leucoraja erinaceus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Leucoraja_erinaceus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Leucoraja_erinaceus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_055500211.1	80.89	382	98	0	641	terminal nucleotidyltransferase 5C isoform X2 [Leucoraja erinaceus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Leucoraja_erinaceus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Leucoraja_erinaceus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_055500210.1	80.89	382	98	0	641	terminal nucleotidyltransferase 5C isoform X1 [Leucoraja erinaceus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Leucoraja_erinaceus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Leucoraja_erinaceus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_055500212.1	80.89	382	98	0	640	terminal nucleotidyltransferase 5C isoform X3 [Leucoraja erinaceus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Leucoraja_erinaceus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Leucoraja_erinaceus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_055492050.1	71.827	394	100	0	580	terminal nucleotidyltransferase 5A [Leucoraja erinaceus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Leucoraja_erinaceus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Leucoraja_erinaceus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_055499361.1	71.39	374	95	0	556	terminal nucleotidyltransferase 5A-like [Leucoraja erinaceus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Leucoraja_erinaceus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Leucoraja_erinaceus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_055499361.1	67.188	384	99	0	536	terminal nucleotidyltransferase 5A-like [Leucoraja erinaceus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Leucoraja_erinaceus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Leucoraja_erinaceus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_072116458.1	75	380	86	0	591	terminal nucleotidyltransferase 5C [Mobula birostris]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Mobula_birostris	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Mobula_birostris/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_072127328.1	72.087	369	83	0	555	terminal nucleotidyltransferase 5A-like [Mobula birostris]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Mobula_birostris	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Mobula_birostris/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_072116458.1	82.228	377	96	0	645	terminal nucleotidyltransferase 5C [Mobula birostris]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Mobula_birostris	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Mobula_birostris/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_072127328.1	70.777	373	95	0	555	terminal nucleotidyltransferase 5A-like [Mobula birostris]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Mobula_birostris	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Mobula_birostris/Chondrichthyes_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_072127328.1	66.406	384	99	0	523	terminal nucleotidyltransferase 5A-like [Mobula birostris]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Mobula_birostris	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Mobula_birostris/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_062906785.1	74.737	380	86	0	592	terminal nucleotidyltransferase 5C [Mobula hypostoma]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Mobula_hypostoma	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Mobula_hypostoma/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_062917399.1	69.309	391	88	0	558	terminal nucleotidyltransferase 5C-like [Mobula hypostoma]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Mobula_hypostoma	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Mobula_hypostoma/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_062906785.1	81.432	377	96	0	642	terminal nucleotidyltransferase 5C [Mobula hypostoma]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Mobula_hypostoma	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Mobula_hypostoma/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_062917399.1	71.314	373	95	0	562	terminal nucleotidyltransferase 5C-like [Mobula hypostoma]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Mobula_hypostoma	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Mobula_hypostoma/Chondrichthyes_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_062917399.1	67.188	384	99	0	531	terminal nucleotidyltransferase 5C-like [Mobula hypostoma]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Mobula_hypostoma	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Mobula_hypostoma/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_070741672.1	88.684	380	86	0	703	terminal nucleotidyltransferase 5A [Pristiophorus japonicus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Pristiophorus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Pristiophorus_japonicus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_070749601.1	75.526	380	86	0	593	terminal nucleotidyltransferase 5C [Pristiophorus japonicus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Pristiophorus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Pristiophorus_japonicus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_070738233.1	73.21	377	85	0	566	terminal nucleotidyltransferase 5C-like [Pristiophorus japonicus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Pristiophorus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Pristiophorus_japonicus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_070741672.1	68.602	379	88	0	539	terminal nucleotidyltransferase 5A [Pristiophorus japonicus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Pristiophorus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Pristiophorus_japonicus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_070749601.1	81.963	377	96	0	642	terminal nucleotidyltransferase 5C [Pristiophorus japonicus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Pristiophorus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Pristiophorus_japonicus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_070741672.1	72.843	394	100	0	599	terminal nucleotidyltransferase 5A [Pristiophorus japonicus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Pristiophorus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Pristiophorus_japonicus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_070738233.1	73.545	378	96	0	570	terminal nucleotidyltransferase 5C-like [Pristiophorus japonicus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Pristiophorus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Pristiophorus_japonicus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_070738233.1	67.448	384	99	0	539	terminal nucleotidyltransferase 5C-like [Pristiophorus japonicus]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Pristiophorus_japonicus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Pristiophorus_japonicus/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_080079901.1	86.053	380	86	0	682	terminal nucleotidyltransferase 5A [Raja brachyura]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Raja_brachyura	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Raja_brachyura/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_080089638.1	74.737	380	86	0	587	terminal nucleotidyltransferase 5C isoform X2 [Raja brachyura]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Raja_brachyura	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Raja_brachyura/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_080089636.1	74.737	380	86	0	587	terminal nucleotidyltransferase 5C isoform X1 [Raja brachyura]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Raja_brachyura	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Raja_brachyura/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_080089732.1	71.277	376	85	0	558	terminal nucleotidyltransferase 5A-like [Raja brachyura]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Raja_brachyura	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Raja_brachyura/Chondrichthyes_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_080079901.1	65.796	383	89	0	524	terminal nucleotidyltransferase 5A [Raja brachyura]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Raja_brachyura	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Raja_brachyura/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_080089638.1	80.89	382	98	0	640	terminal nucleotidyltransferase 5C isoform X2 [Raja brachyura]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Raja_brachyura	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Raja_brachyura/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_080089636.1	80.89	382	98	0	639	terminal nucleotidyltransferase 5C isoform X1 [Raja brachyura]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Raja_brachyura	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Raja_brachyura/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_080079901.1	71.574	394	100	0	580	terminal nucleotidyltransferase 5A [Raja brachyura]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Raja_brachyura	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Raja_brachyura/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_080089732.1	69.786	374	95	0	545	terminal nucleotidyltransferase 5A-like [Raja brachyura]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Raja_brachyura	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Raja_brachyura/Chondrichthyes_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_080089732.1	67.448	384	99	0	538	terminal nucleotidyltransferase 5A-like [Raja brachyura]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Raja_brachyura	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Raja_brachyura/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_072355906.1	88.421	380	86	0	698	terminal nucleotidyltransferase 5A [Scyliorhinus torazame]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Scyliorhinus_torazame	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Scyliorhinus_torazame/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_072369869.1	75.789	380	86	0	598	terminal nucleotidyltransferase 5C [Scyliorhinus torazame]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Scyliorhinus_torazame	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Scyliorhinus_torazame/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_072361243.1	72.074	376	85	0	558	terminal nucleotidyltransferase 5C-like isoform X1 [Scyliorhinus torazame]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Scyliorhinus_torazame	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Scyliorhinus_torazame/Chondrichthyes_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_072361244.1	72.074	376	85	0	557	terminal nucleotidyltransferase 5C-like isoform X2 [Scyliorhinus torazame]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Scyliorhinus_torazame	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Scyliorhinus_torazame/Chondrichthyes_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_072355906.1	67.81	379	88	0	533	terminal nucleotidyltransferase 5A [Scyliorhinus torazame]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Scyliorhinus_torazame	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Scyliorhinus_torazame/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_072369869.1	81.963	377	96	0	640	terminal nucleotidyltransferase 5C [Scyliorhinus torazame]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Scyliorhinus_torazame	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Scyliorhinus_torazame/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_072355906.1	72.081	394	100	0	590	terminal nucleotidyltransferase 5A [Scyliorhinus torazame]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Scyliorhinus_torazame	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Scyliorhinus_torazame/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_072361243.1	71.693	378	96	0	563	terminal nucleotidyltransferase 5C-like isoform X1 [Scyliorhinus torazame]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Scyliorhinus_torazame	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Scyliorhinus_torazame/Chondrichthyes_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_072361244.1	71.693	378	96	0	562	terminal nucleotidyltransferase 5C-like isoform X2 [Scyliorhinus torazame]	Chondrichthyes_TENT5A-B-C-D.txt	Chondrichthyes_Scyliorhinus_torazame	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Chondrichthyes_Scyliorhinus_torazame/Chondrichthyes_TENT5A-B-C-D.txt
