qseqid	saccver	pident	length	qcovs	evalue	bitscore	stitle	source_file	organism	filepath
sp|Q9NRR4|RNC_HUMAN	XP_048407184.1	70.262	1372	95	0	1799	ribonuclease 3 isoform X2 [Stegostoma tigrinum]	Chondrichthyes_DROSHA.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_048407166.1	69.253	1392	95	0	1787	ribonuclease 3 isoform X1 [Stegostoma tigrinum]	Chondrichthyes_DROSHA.txt	Chondrichthyes_Stegostoma_tigrinum	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Chondrichthyes_Stegostoma_tigrinum/Chondrichthyes_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_078474327.1	72.364	977	70	0	1455	ribonuclease 3 isoform X2 [Lampetra planeri]	Cyclostomata_DROSHA.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_078474325.1	71.975	967	69	0	1433	ribonuclease 3 isoform X1 [Lampetra planeri]	Cyclostomata_DROSHA.txt	Cyclostomata_Lampetra_planeri	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Cyclostomata_Lampetra_planeri/Cyclostomata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_061430979.1	72.262	977	70	0	1451	ribonuclease 3 [Lethenteron reissneri]	Cyclostomata_DROSHA.txt	Cyclostomata_Lethenteron_reissneri	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Cyclostomata_Lethenteron_reissneri/Cyclostomata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_067984207.2	76.789	978	71	0	1585	ribonuclease 3 [Myxine glutinosa]	Cyclostomata_DROSHA.txt	Cyclostomata_Myxine_glutinosa	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Cyclostomata_Myxine_glutinosa/Cyclostomata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_032836155.1	72.114	979	75	0	1461	ribonuclease 3 [Petromyzon marinus]	Cyclostomata_DROSHA.txt	Cyclostomata_Petromyzon_marinus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Cyclostomata_Petromyzon_marinus/Cyclostomata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_058879080.1	76.093	1372	99	0	1940	ribonuclease 3-like isoform X1 [Acipenser ruthenus]	Euteleostomi_DROSHA.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_058879081.1	75.146	1372	99	0	1901	ribonuclease 3-like isoform X2 [Acipenser ruthenus]	Euteleostomi_DROSHA.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_034777036.2	89.388	980	71	0	1805	ribonuclease 3-like isoform X1 [Acipenser ruthenus]	Euteleostomi_DROSHA.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_058874750.1	87.959	980	71	0	1767	ribonuclease 3-like isoform X2 [Acipenser ruthenus]	Euteleostomi_DROSHA.txt	Euteleostomi_Acipenser_ruthenus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Acipenser_ruthenus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_062833694.1	82.946	1378	99	0	2197	ribonuclease 3 isoform X1 [Anolis carolinensis]	Euteleostomi_DROSHA.txt	Euteleostomi_Anolis_carolinensis	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Anolis_carolinensis/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_062833697.1	82.563	1342	97	0	2128	ribonuclease 3 isoform X2 [Anolis carolinensis]	Euteleostomi_DROSHA.txt	Euteleostomi_Anolis_carolinensis	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Anolis_carolinensis/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_062833699.1	81.334	1259	91	0	1950	ribonuclease 3 isoform X3 [Anolis carolinensis]	Euteleostomi_DROSHA.txt	Euteleostomi_Anolis_carolinensis	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Anolis_carolinensis/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	NP_001006379.2	85.506	1373	99	0	2198	ribonuclease 3 [Gallus gallus]	Euteleostomi_DROSHA.txt	Euteleostomi_Gallus_gallus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Gallus_gallus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	NP_001369437.1	100	1374	100	0	2857	ribonuclease 3 isoform 1 [Homo sapiens]	Euteleostomi_DROSHA.txt	Euteleostomi_Homo_sapiens	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Homo_sapiens/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	NP_001093882.1	97.234	1374	100	0	2759	ribonuclease 3 isoform 2 [Homo sapiens]	Euteleostomi_DROSHA.txt	Euteleostomi_Homo_sapiens	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Homo_sapiens/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_006006531.1	80	1390	99	0	2093	ribonuclease 3 [Latimeria chalumnae]	Euteleostomi_DROSHA.txt	Euteleostomi_Latimeria_chalumnae	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Latimeria_chalumnae/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_015210283.2	78.019	1383	99	0	1957	ribonuclease 3 isoform X4 [Lepisosteus oculatus]	Euteleostomi_DROSHA.txt	Euteleostomi_Lepisosteus_oculatus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Lepisosteus_oculatus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_015210282.2	77.85	1386	99	0	1952	ribonuclease 3 isoform X3 [Lepisosteus oculatus]	Euteleostomi_DROSHA.txt	Euteleostomi_Lepisosteus_oculatus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Lepisosteus_oculatus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_015210281.2	76.797	1405	99	0	1945	ribonuclease 3 isoform X2 [Lepisosteus oculatus]	Euteleostomi_DROSHA.txt	Euteleostomi_Lepisosteus_oculatus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Lepisosteus_oculatus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_015210280.2	76.634	1408	99	0	1939	ribonuclease 3 isoform X1 [Lepisosteus oculatus]	Euteleostomi_DROSHA.txt	Euteleostomi_Lepisosteus_oculatus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Lepisosteus_oculatus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	NP_001123621.1	95.633	1374	100	0	2401	ribonuclease 3 [Mus musculus]	Euteleostomi_DROSHA.txt	Euteleostomi_Mus_musculus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Mus_musculus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_006520084.1	95.614	1368	99	0	2388	ribonuclease 3 isoform X1 [Mus musculus]	Euteleostomi_DROSHA.txt	Euteleostomi_Mus_musculus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Mus_musculus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_039609084.1	77.269	1377	99	0	2002	ribonuclease 3 [Polypterus senegalus]	Euteleostomi_DROSHA.txt	Euteleostomi_Polypterus_senegalus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Polypterus_senegalus/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_031759055.1	81.376	1192	86	0	1880	ribonuclease 3 isoform X1 [Xenopus tropicalis]	Euteleostomi_DROSHA.txt	Euteleostomi_Xenopus_tropicalis	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Xenopus_tropicalis/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	NP_001107152.1	81.292	1192	86	0	1880	ribonuclease 3 [Xenopus tropicalis]	Euteleostomi_DROSHA.txt	Euteleostomi_Xenopus_tropicalis	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Euteleostomi_Xenopus_tropicalis/Euteleostomi_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_069368561.1	71.55	1406	99	0	1860	ribonuclease 3 [Paralichthys olivaceus]	Teleostei_DROSHA.txt	Teleostei_Paralichthys_olivaceus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Teleostei_Paralichthys_olivaceus/Teleostei_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_053198005.1	73.343	1403	99	0	1884	ribonuclease 3 [Scomber japonicus]	Teleostei_DROSHA.txt	Teleostei_Scomber_japonicus	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Teleostei_Scomber_japonicus/Teleostei_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_082449149.1	55.854	931	72	0	1058	ribonuclease 3-like [Aplidium turbinatum]	Urochordata_DROSHA.txt	Urochordata_Aplidium_turbinatum	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Urochordata_Aplidium_turbinatum/Urochordata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_082850708.1	59.132	876	72	0	1080	ribonuclease 3-like [Ascidia mentula]	Urochordata_DROSHA.txt	Urochordata_Ascidia_mentula	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Urochordata_Ascidia_mentula/Urochordata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_080188540.1	55.714	910	68	0	1037	ribonuclease 3-like [Botryllus schlosseri]	Urochordata_DROSHA.txt	Urochordata_Botryllus_schlosseri	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Urochordata_Botryllus_schlosseri/Urochordata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_078485431.1	55.428	958	70	0	1087	ribonuclease 3 [Ciona intestinalis]	Urochordata_DROSHA.txt	Urochordata_Ciona_intestinalis	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Urochordata_Ciona_intestinalis/Urochordata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_076811466.1	47.077	1283	89	0	1088	ribonuclease 3-like isoform X2 [Clavelina lepadiformis]	Urochordata_DROSHA.txt	Urochordata_Clavelina_lepadiformis	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Urochordata_Clavelina_lepadiformis/Urochordata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_076811465.1	47.205	1288	89	0	1086	ribonuclease 3-like isoform X1 [Clavelina lepadiformis]	Urochordata_DROSHA.txt	Urochordata_Clavelina_lepadiformis	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Urochordata_Clavelina_lepadiformis/Urochordata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_082418752.1	58.258	884	71	0	1080	ribonuclease 3-like [Corella eumyota]	Urochordata_DROSHA.txt	Urochordata_Corella_eumyota	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Urochordata_Corella_eumyota/Urochordata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_081631329.1	46.076	892	63	0	787	ribonuclease 3-like [Oikopleura dioica]	Urochordata_DROSHA.txt	Urochordata_Oikopleura_dioica	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Urochordata_Oikopleura_dioica/Urochordata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_039263749.2	56.852	934	65	0	1092	ribonuclease 3-like [Styela clava]	Urochordata_DROSHA.txt	Urochordata_Styela_clava	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Urochordata_Styela_clava/Urochordata_DROSHA.txt
sp|Q9NRR4|RNC_HUMAN	XP_082810374.1	48.107	898	63	0	846	uncharacterized protein LOC145849148 [Thalia democratica]	Urochordata_DROSHA.txt	Urochordata_Thalia_democratica	/rna/liha/phylogenomics_practice/TENT/DROSHA/Blast/Results/Urochordata_Thalia_democratica/Urochordata_DROSHA.txt
