NP_066217.2	YP_003024032.1	3.10e-16	77.0	36.232	138	61	cytochrome c oxidase subunit III (mitochondrion) [Homo sapiens]
NP_066218.2	YP_003024038.1	8.11e-75	238	36.963	349	93	cytochrome b (mitochondrion) [Homo sapiens]
NP_066220.2	YP_003024035.1	4.86e-16	82.4	26.316	304	69	NADH dehydrogenase subunit 4 (mitochondrion) [Homo sapiens]
NP_066223.2	YP_003024026.1	6.02e-43	151	33.214	280	87	NADH dehydrogenase subunit 1 (mitochondrion) [Homo sapiens]
NP_066225.2	YP_003024028.1	3.65e-149	439	49.503	503	98	cytochrome c oxidase subunit I (mitochondrion) [Homo sapiens]
NP_066226.2	YP_003024029.1	1.03e-29	111	33.533	167	74	cytochrome c oxidase subunit II (mitochondrion) [Homo sapiens]
NP_066228.2	YP_003024036.1	1.90e-24	109	31.210	314	56	NADH dehydrogenase subunit 5 (mitochondrion) [Homo sapiens]
NP_067433.1	NP_665873.1	0.0	1368	98.198	666	100	frizzled-3 isoform 1 precursor [Homo sapiens]
NP_114369.1	YP_003024028.1	6.68e-145	428	49.266	477	92	cytochrome c oxidase subunit I (mitochondrion) [Homo sapiens]
NP_114370.1	YP_003024029.1	2.29e-33	120	40.000	160	76	cytochrome c oxidase subunit II (mitochondrion) [Homo sapiens]
NP_114372.1	YP_003024036.1	2.56e-19	94.0	27.019	322	58	NADH dehydrogenase subunit 5 (mitochondrion) [Homo sapiens]
NP_114373.1	YP_003024032.1	2.18e-10	61.2	33.088	136	58	cytochrome c oxidase subunit III (mitochondrion) [Homo sapiens]
NP_114374.1	YP_003024038.1	3.12e-76	242	36.963	349	94	cytochrome b (mitochondrion) [Homo sapiens]
NP_114376.1	YP_003024035.1	1.27e-20	95.9	27.974	311	69	NADH dehydrogenase subunit 4 (mitochondrion) [Homo sapiens]
NP_127465.1	YP_003024027.1	4.12e-67	216	42.173	313	90	NADH dehydrogenase subunit 2 (mitochondrion) [Homo sapiens]
NP_127466.1	YP_003024028.1	0.0	821	81.836	512	99	cytochrome c oxidase subunit I (mitochondrion) [Homo sapiens]
NP_127467.1	YP_003024029.1	7.92e-93	273	57.014	221	97	cytochrome c oxidase subunit II (mitochondrion) [Homo sapiens]
NP_127475.1	YP_003024037.1	1.09e-17	77.8	35.928	167	91	NADH dehydrogenase subunit 6 (mitochondrion) [Homo sapiens]
NP_127476.1	YP_003024038.1	1.56e-146	422	56.000	375	97	cytochrome b (mitochondrion) [Homo sapiens]
NP_443175.2	NP_443175.2	0.0	869	100.000	425	100	terminal nucleotidyltransferase 5B [Homo sapiens]
NP_780516.1	NP_443175.2	0.0	726	91.335	427	100	terminal nucleotidyltransferase 5B [Homo sapiens]
XP_001630467.2	NP_004657.2	2.11e-113	346	41.458	480	96	pantetheinase precursor [Homo sapiens]
XP_001639734.3	NP_004970.3	4.28e-98	330	43.085	376	27	A-type voltage-gated potassium channel KCND1 [Homo sapiens]
XP_001742093.1	NP_001278795.1	1.54e-105	328	46.089	358	65	polypeptide N-acetylgalactosaminyltransferase 2 isoform 2 [Homo sapiens]
XP_001742404.1	NP_001335678.1	3.02e-84	304	32.971	552	35	DENN domain-containing protein 5A isoform 3 [Homo sapiens]
XP_001742462.1	NP_004312.2	0.0	983	41.971	1451	99	kinesin-like protein KIF1A isoform 2 [Homo sapiens]
XP_001742680.1	NP_001170785.1	1.25e-23	93.6	33.793	145	81	ras-related protein R-Ras2 isoform c [Homo sapiens]
XP_001742740.1	NP_861524.2	5.91e-19	94.0	38.971	136	21	DNA polymerase nu [Homo sapiens]
XP_001742913.1	NP_000349.1	0.030	40.4	23.636	165	22	transforming growth factor-beta-induced protein ig-h3 precursor [Homo sapiens]
XP_001742946.1	NP_001080.2	5.66e-157	496	40.937	662	96	phospholipid-transporting ATPase ABCA3 [Homo sapiens]
XP_001745381.1	NP_689730.2	0.0	848	63.134	651	99	intraflagellar transport protein 70B [Homo sapiens]
XP_001745597.1	NP_000185.1	1.32e-84	254	51.046	239	88	hypoxanthine-guanine phosphoribosyltransferase [Homo sapiens]
XP_001745658.1	XP_047302402.1	1.11e-40	162	27.345	501	40	prolyl endopeptidase-like isoform X4 [Homo sapiens]
XP_001745729.1	NP_001752.2	1.98e-50	192	30.427	539	65	cyclin-F isoform 1 [Homo sapiens]
XP_001746295.1	XP_047292083.1	1.01e-04	49.3	27.119	177	18	myosin-3 isoform X1 [Homo sapiens]
XP_001746301.1	NP_001365544.1	3.67e-75	281	23.254	1518	69	coiled-coil and C2 domain-containing protein 2A isoform a [Homo sapiens]
XP_001747116.1	NP_006848.1	5.71e-09	57.0	48.485	66	16	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein [Homo sapiens]
XP_001747266.1	XP_047300793.1	4.06e-93	283	49.502	301	80	protein phosphatase 1B isoform X4 [Homo sapiens]
XP_001747822.1	XP_006713947.1	9.62e-90	306	42.488	426	41	mitochondrial proton/calcium exchanger protein isoform X1 [Homo sapiens]
XP_001747913.1	NP_001005239.2	0.22	36.2	22.034	177	40	olfactory receptor 11H1 [Homo sapiens]
XP_001748587.1	NP_110417.2	2.08e-04	46.2	25.106	235	50	T-cell immunomodulatory protein isoform 1 precursor [Homo sapiens]
XP_001748633.1	XP_047286970.1	3.61e-16	82.0	29.231	195	29	leucine-rich repeat-containing protein 74A isoform X4 [Homo sapiens]
XP_001750435.1	XP_011529571.1	4.2	33.5	25.595	168	23	adhesion G-protein coupled receptor G4 isoform X1 [Homo sapiens]
XP_001750467.1	NP_001289875.2	1.61e-58	192	47.788	226	83	CCA tRNA nucleotidyltransferase 1, mitochondrial isoform 2 [Homo sapiens]
XP_001750770.1	NP_689843.1	1.43e-19	93.2	25.979	281	53	terminal nucleotidyltransferase 5D [Homo sapiens]
XP_001750836.1	XP_047305532.1	4.70e-47	187	31.043	422	27	arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2 isoform X5 [Homo sapiens]
XP_002107644.1	NP_001354333.1	1.71e-36	154	34.783	276	16	WASH complex subunit 2C isoform 15 [Homo sapiens]
XP_002108021.1	XP_047296546.1	0.0	788	55.556	756	99	kinesin-like protein KIF3B isoform X1 [Homo sapiens]
XP_002108199.1	NP_066951.1	7.69e-42	132	91.045	67	100	DNA-directed RNA polymerases I, II, and III subunit RPABC5 [Homo sapiens]
XP_002109017.1	NP_056201.2	0.0	580	44.011	743	100	conserved oligomeric Golgi complex subunit 4 isoform 1 [Homo sapiens]
XP_002109189.1	NP_000294.1	3.49e-97	286	57.384	237	95	phosphomannomutase 2 [Homo sapiens]
XP_002110236.1	XP_016878921.1	1.81e-102	375	22.816	1889	40	dynein axonemal heavy chain 3 isoform X13 [Homo sapiens]
XP_002111320.1	NP_116045.2	0.0	986	54.636	906	99	probable ATP-dependent RNA helicase DHX37 [Homo sapiens]
XP_002111339.1	NP_060179.2	7.70e-98	297	44.699	349	99	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_002111733.1	NP_694972.3	1.86e-26	120	24.363	353	29	nephrocystin-3 [Homo sapiens]
XP_002112051.1	NP_036223.2	2.73e-101	315	37.115	520	95	tRNA-specific adenosine deaminase 1 isoform a [Homo sapiens]
XP_002112231.1	NP_001137153.1	2.75e-08	55.8	22.485	169	41	glutathione S-transferase kappa 1 isoform d [Homo sapiens]
XP_002112434.1	NP_060103.2	7.01e-120	354	54.242	330	100	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_002113028.1	NP_001400153.1	3.63e-54	186	37.548	261	69	calcium uptake protein 3, mitochondrial isoform 9 [Homo sapiens]
XP_002113089.1	XP_005265059.2	6.10e-81	263	33.032	442	94	kelch-like protein 18 isoform X2 [Homo sapiens]
XP_002113106.1	NP_001350677.1	7.78e-22	102	23.896	498	82	ephrin type-A receptor 4 isoform c precursor [Homo sapiens]
XP_002113523.1	NP_001128347.1	3.59e-14	76.6	30.612	245	49	tubulin epsilon and delta complex protein 1 isoform 1 [Homo sapiens]
XP_002113948.1	NP_001243367.1	1.03e-62	204	41.608	286	72	CDK5 and ABL1 enzyme substrate 1 isoform 3 [Homo sapiens]
XP_002114007.1	NP_000365.3	1.05e-163	464	60.452	354	96	uroporphyrinogen decarboxylase [Homo sapiens]
XP_002115805.1	NP_001257903.1	0.0	3875	40.192	5215	99	hydrocephalus-inducing protein homolog isoform a [Homo sapiens]
XP_002117292.1	NP_060247.2	1.55e-114	352	35.993	539	97	tectonic-like complex member MKS1 isoform 1 [Homo sapiens]
XP_002117682.1	NP_001609.2	5.07e-26	112	29.293	297	81	poly [ADP-ribose] polymerase 1 [Homo sapiens]
XP_002118155.1	NP_001303701.1	0.0	825	55.721	673	99	glycine--tRNA ligase isoform 2 [Homo sapiens]
XP_002119870.2	XP_005264802.1	5.76e-34	128	31.597	288	93	uncharacterized protein C3orf38 isoform X1 [Homo sapiens]
XP_002123788.2	XP_047298184.1	1.91e-47	190	39.024	287	15	BCL-6 corepressor isoform X4 [Homo sapiens]
XP_002156851.3	NP_116186.1	1.88e-04	46.2	26.087	115	24	ferroptosis suppressor protein 1 [Homo sapiens]
XP_002157093.2	NP_001336206.1	2.02e-13	77.0	38.971	136	17	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A isoform c [Homo sapiens]
XP_002732152.1	XP_024303707.1	0.0	697	76.555	418	100	AP-3 complex subunit mu-1 isoform X1 [Homo sapiens]
XP_002735598.1	NP_002887.2	1.44e-32	123	47.619	105	44	RNA-binding protein 4 isoform 1 [Homo sapiens]
XP_002735599.1	NP_002887.2	1.83e-32	123	47.619	105	44	RNA-binding protein 4 isoform 1 [Homo sapiens]
XP_002735665.1	NP_689730.2	1.02e-177	515	82.414	290	61	intraflagellar transport protein 70B [Homo sapiens]
XP_002737251.1	XP_016860165.1	1.84e-137	404	49.871	389	82	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial isoform X2 [Homo sapiens]
XP_002738356.1	NP_001358013.1	0.0	895	51.329	865	92	metabotropic glutamate receptor 8 isoform a precursor [Homo sapiens]
XP_002938504.1	NP_060103.2	0.0	745	91.327	392	97	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_002940481.1	NP_689843.1	0.0	553	69.531	384	98	terminal nucleotidyltransferase 5D [Homo sapiens]
XP_002943490.1	NP_060179.2	0.0	678	82.952	393	100	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_003218295.2	NP_001238774.1	0.0	1491	90.783	792	93	short transient receptor potential channel 1 isoform 1 [Homo sapiens]
XP_003386242.1	NP_060179.2	2.60e-94	292	45.758	330	70	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_003387151.1	NP_001309180.1	8.58e-54	181	43.673	245	59	RNA-binding protein Musashi homolog 2 isoform d [Homo sapiens]
XP_003390548.2	XP_047274523.1	9.70e-89	286	38.479	447	74	tyrosine-protein kinase Fyn isoform X1 [Homo sapiens]
XP_003724224.2	NP_060179.2	3.58e-138	404	59.412	340	72	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_004210423.1	NP_060103.2	8.12e-129	380	52.273	352	87	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_004988412.1	NP_078872.3	1.90e-27	121	35.417	192	26	microcephalin isoform 1 [Homo sapiens]
XP_004989924.1	NP_002430.3	0.0	631	37.526	954	78	DNA mismatch repair protein Msh3 [Homo sapiens]
XP_004990263.1	NP_060103.2	1.19e-09	65.9	25.698	179	7	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_004990280.1	XP_047289725.1	1.71e-29	126	31.915	376	63	NLR family CARD domain-containing protein 3 isoform X1 [Homo sapiens]
XP_004991275.1	NP_060179.2	0.43	33.1	27.273	55	35	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_004991945.1	NP_001353142.1	1.05e-16	87.8	30.488	246	25	disks large homolog 1 isoform 3 [Homo sapiens]
XP_004993240.1	NP_001367.2	0.0	4857	52.163	4624	99	cytoplasmic dynein 1 heavy chain 1 [Homo sapiens]
XP_004993282.1	NP_006420.1	0.0	850	75.712	527	93	T-complex protein 1 subunit eta isoform a [Homo sapiens]
XP_004993597.1	NP_001333696.1	0.020	43.1	25.514	243	9	unconventional myosin-XVIIIa isoform e [Homo sapiens]
XP_004995404.1	NP_443175.2	2.61e-07	55.5	27.344	256	52	terminal nucleotidyltransferase 5B [Homo sapiens]
XP_004996254.1	XP_054189276.1	8.24e-32	136	35.514	214	20	ubiquitin carboxyl-terminal hydrolase 16 isoform X1 [Homo sapiens]
XP_004996653.1	XP_006711979.1	1.40e-06	54.7	24.648	142	20	leucine-rich PPR motif-containing protein, mitochondrial isoform X3 [Homo sapiens]
XP_004996675.1	XP_016873276.1	1.54e-171	567	36.551	922	40	unconventional myosin-VIIa isoform X18 [Homo sapiens]
XP_005991079.1	NP_060103.2	0.0	644	80.526	380	96	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_005991080.1	NP_060103.2	0.0	581	81.232	341	99	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_005996592.1	XP_024308809.1	5.32e-179	508	65.104	384	89	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial isoform X1 [Homo sapiens]
XP_006002842.1	NP_001238774.1	0.0	1441	87.768	793	98	short transient receptor potential channel 1 isoform 1 [Homo sapiens]
XP_006003359.1	NP_060103.2	0.0	736	91.451	386	96	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_006006950.1	NP_060179.2	0.0	647	78.680	394	100	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_006011560.1	NP_000024.2	0.0	1111	74.064	721	96	ATP-binding cassette sub-family D member 1 isoform 1 [Homo sapiens]
XP_006525004.1	XP_047301783.1	1.55e-159	456	86.777	242	85	polypeptide N-acetylgalactosaminyltransferase 14 isoform X1 [Homo sapiens]
XP_006625737.1	NP_000118.2	0.0	1148	73.404	752	100	exostosin-1 [Homo sapiens]
XP_006626328.1	NP_060103.2	0.0	740	91.495	388	96	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_006631331.1	NP_060103.2	0.0	625	78.158	380	97	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_006635074.2	NP_777596.2	0.0	747	59.105	648	95	proprotein convertase subtilisin/kexin type 9 isoform 1 preproprotein [Homo sapiens]
XP_006639425.1	NP_060179.2	0.0	634	78.772	391	100	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_006812487.1	XP_047296699.1	9.3	29.6	29.412	51	28	trifunctional purine biosynthetic protein adenosine-3 isoform X1 [Homo sapiens]
XP_006817575.1	NP_002887.2	4.85e-32	122	47.115	104	44	RNA-binding protein 4 isoform 1 [Homo sapiens]
XP_006817576.1	NP_002887.2	6.44e-32	121	47.115	104	44	RNA-binding protein 4 isoform 1 [Homo sapiens]
XP_006819549.2	XP_047276649.1	0.0	543	69.251	387	55	fidgetin-like protein 1 isoform X1 [Homo sapiens]
XP_006822141.2	NP_057436.2	2.92e-100	307	40.573	419	97	carboxypeptidase A4 isoform 1 preproprotein [Homo sapiens]
XP_006825326.1	NP_060103.2	3.04e-161	462	61.697	389	97	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_007887737.2	XP_047288266.1	0.0	885	38.330	1641	47	MAX gene-associated protein isoform X29 [Homo sapiens]
XP_007890286.2	NP_060103.2	0.0	570	73.475	377	94	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_007890880.2	NP_001238774.1	0.0	1390	85.120	793	100	short transient receptor potential channel 1 isoform 1 [Homo sapiens]
XP_007894052.1	NP_060179.2	0.0	640	81.432	377	98	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_007902675.2	NP_000118.2	0.0	1170	73.107	766	100	exostosin-1 [Homo sapiens]
XP_007903243.1	NP_060103.2	0.0	699	87.895	380	97	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_007904060.1	XP_047302436.1	0.0	1647	80.056	1073	98	histone deacetylase 4 isoform X10 [Homo sapiens]
XP_008101997.2	NP_006693.3	0.0	2164	78.182	1375	98	patatin-like phospholipase domain-containing protein 6 isoform b [Homo sapiens]
XP_008104411.1	NP_001238774.1	0.0	1484	90.554	794	93	short transient receptor potential channel 1 isoform 1 [Homo sapiens]
XP_008117859.3	XP_011508062.1	0.0	1349	43.436	1653	99	adenylate cyclase type 10 isoform X1 [Homo sapiens]
XP_008118874.1	NP_060103.2	0.0	619	77.023	383	91	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_008120091.2	NP_060103.2	0.0	727	91.601	381	89	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_011403057.1	NP_001424920.1	4.41e-80	260	44.807	337	66	membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase isoform 4 [Homo sapiens]
XP_011403505.2	NP_057436.2	3.41e-70	237	31.871	433	61	carboxypeptidase A4 isoform 1 preproprotein [Homo sapiens]
XP_011406219.1	XP_005251634.1	2.59e-24	108	39.645	169	36	DDB1- and CUL4-associated factor 10 isoform X1 [Homo sapiens]
XP_012558991.2	XP_047286725.1	3.93e-29	121	32.549	255	58	zinc finger MYM-type protein 5 isoform X4 [Homo sapiens]
XP_012796601.3	NP_001274065.1	1.10e-126	406	55.769	364	20	cyclin-dependent kinase 14 isoform c [Homo sapiens]
XP_012799174.3	NP_689843.1	3.02e-07	56.2	31.868	91	12	terminal nucleotidyltransferase 5D [Homo sapiens]
XP_012821406.1	NP_060817.1	8.03e-46	152	45.588	204	91	AP-5 complex subunit sigma-1 [Homo sapiens]
XP_012825008.2	XP_016866218.1	3.2	32.7	28.788	66	12	protein FAM50B isoform X1 [Homo sapiens]
XP_013384749.1	NP_006684.1	8.54e-115	333	55.862	290	99	cleavage and polyadenylation specificity factor subunit 4 isoform 1 [Homo sapiens]
XP_013390010.1	NP_003929.4	0.0	1209	70.546	842	67	AP-3 complex subunit delta-1 isoform 2 [Homo sapiens]
XP_013390011.1	NP_001361728.1	0.0	1214	70.630	841	67	AP-3 complex subunit delta-1 isoform 4 [Homo sapiens]
XP_013392373.1	NP_060103.2	3.83e-146	424	62.388	335	81	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_013392374.1	NP_060103.2	2.96e-146	424	62.388	335	83	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_013393602.1	NP_006355.2	0.034	36.2	26.923	78	54	protein transport protein Sec23A [Homo sapiens]
XP_013395362.1	XP_047273190.1	5.41e-65	226	48.163	245	45	methionine synthase reductase isoform X1 [Homo sapiens]
XP_013395681.1	NP_001374470.1	2.58e-15	84.0	26.829	246	23	adhesion G protein-coupled receptor L3 isoform 16 [Homo sapiens]
XP_013397357.1	NP_000392.3	3.9	33.1	30.851	94	16	exostosin-2 isoform 1 [Homo sapiens]
XP_013399861.1	NP_001372841.1	2.57e-77	270	33.554	605	58	antiviral innate immune response receptor RIG-I isoform 5 [Homo sapiens]
XP_013400586.1	NP_689843.1	4.2	31.2	30.435	69	27	terminal nucleotidyltransferase 5D [Homo sapiens]
XP_013403046.1	XP_011507422.1	3.23e-33	132	41.463	164	25	peptidoglycan recognition protein 3 isoform X2 [Homo sapiens]
XP_013406955.1	XP_011531397.1	0.0	620	32.632	1330	95	xanthine dehydrogenase/oxidase isoform X1 [Homo sapiens]
XP_013406957.1	XP_011531397.1	0.0	624	32.656	1329	95	xanthine dehydrogenase/oxidase isoform X1 [Homo sapiens]
XP_013415114.1	NP_004425.2	6.76e-122	403	35.131	686	45	echinoderm microtubule-associated protein-like 1 isoform b [Homo sapiens]
XP_013415115.1	NP_001427304.1	4.52e-122	404	35.131	686	46	echinoderm microtubule-associated protein-like 1 isoform 5 [Homo sapiens]
XP_013416471.2	NP_001374470.1	4.95e-15	82.8	26.829	246	23	adhesion G protein-coupled receptor L3 isoform 16 [Homo sapiens]
XP_013418238.1	XP_011515262.1	0.0	1697	66.180	1301	99	5-oxoprolinase isoform X3 [Homo sapiens]
XP_013419440.1	XP_011518252.1	3.8	33.1	30.851	94	16	exostosin-2 isoform X1 [Homo sapiens]
XP_013419833.1	XP_047277649.1	1.25e-132	410	57.330	382	82	5-oxoprolinase isoform X6 [Homo sapiens]
XP_014347599.1	NP_060179.2	0.0	555	69.565	391	97	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_014664122.1	XP_047301616.1	0.0	663	31.143	1522	10	titin isoform X2 [Homo sapiens]
XP_014665528.1	NP_963853.1	5.67e-72	243	37.586	580	94	forkhead box protein O3 isoform 1 [Homo sapiens]
XP_014666583.1	XP_047272153.1	1.36e-107	328	40.723	415	83	glycine receptor subunit alpha-3 isoform X3 [Homo sapiens]
XP_014666584.1	XP_006724550.1	1.53e-108	331	39.573	422	84	glycine receptor subunit alpha-2 isoform X3 [Homo sapiens]
XP_014666585.1	XP_047272153.1	2.61e-103	313	41.237	388	96	glycine receptor subunit alpha-3 isoform X3 [Homo sapiens]
XP_014668468.1	XP_011516694.1	5.90e-51	184	46.196	184	18	ficolin-2 isoform X1 [Homo sapiens]
XP_014668469.1	NP_001994.2	3.54e-50	181	47.568	185	22	ficolin-1 precursor [Homo sapiens]
XP_014669293.1	XP_047281864.1	1.83e-176	496	68.622	341	95	outer mitochondrial transmembrane helix translocase isoform X1 [Homo sapiens]
XP_014669294.1	XP_011538604.1	1.84e-148	421	68.259	293	96	outer mitochondrial transmembrane helix translocase isoform X2 [Homo sapiens]
XP_014669850.1	XP_024309476.1	3.41e-115	364	60.345	290	47	putative ATP-dependent DNA helicase HFM1 isoform X15 [Homo sapiens]
XP_014670872.1	NP_004444.2	0.0	897	70.478	586	96	electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial isoform 1 precursor [Homo sapiens]
XP_014670873.1	NP_004444.2	0.0	895	71.231	577	99	electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial isoform 1 precursor [Homo sapiens]
XP_014671284.1	NP_001333488.1	2.33e-170	497	64.031	392	67	fidgetin-like protein 1 isoform 2 [Homo sapiens]
XP_014671357.1	NP_001333488.1	2.53e-170	497	64.031	392	67	fidgetin-like protein 1 isoform 2 [Homo sapiens]
XP_014671433.1	NP_001333488.1	1.93e-170	497	64.031	392	68	fidgetin-like protein 1 isoform 2 [Homo sapiens]
XP_014671514.1	NP_001333488.1	2.44e-170	497	64.031	392	68	fidgetin-like protein 1 isoform 2 [Homo sapiens]
XP_014671930.1	NP_060179.2	2.80e-130	382	57.313	335	82	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_014675022.1	NP_060103.2	4.89e-118	354	47.700	413	90	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_014675920.1	XP_047277805.1	0.0	933	43.508	1317	42	E3 ubiquitin-protein ligase UBR5 isoform X5 [Homo sapiens]
XP_014676952.1	NP_006798.1	7.19e-11	60.1	81.250	32	19	chromobox protein homolog 1 [Homo sapiens]
XP_014677300.1	NP_258428.2	4.76e-149	453	37.654	648	95	membrane metallo-endopeptidase-like 1 [Homo sapiens]
XP_014678164.1	NP_001289875.2	1.17e-98	306	41.009	456	85	CCA tRNA nucleotidyltransferase 1, mitochondrial isoform 2 [Homo sapiens]
XP_014680613.1	XP_016864782.1	1.30e-09	55.5	40.000	75	78	NAD(P) transhydrogenase, mitochondrial isoform X1 [Homo sapiens]
XP_015140113.2	NP_060103.2	0.0	752	93.814	388	91	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_015140115.2	NP_060103.2	0.0	751	93.814	388	97	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_015144185.2	XP_047281103.1	0.0	873	61.851	713	100	BLOC-3 complex member HPS1 isoform X1 [Homo sapiens]
XP_015198866.2	NP_001161413.1	3.88e-141	422	46.531	490	83	WD repeat-containing protein 76 isoform 2 [Homo sapiens]
XP_015198867.2	NP_001161413.1	5.38e-142	422	46.531	490	91	WD repeat-containing protein 76 isoform 2 [Homo sapiens]
XP_015198868.2	NP_001161413.1	5.98e-142	422	46.531	490	93	WD repeat-containing protein 76 isoform 2 [Homo sapiens]
XP_015198869.2	NP_001161413.1	3.11e-97	306	44.444	405	80	WD repeat-containing protein 76 isoform 2 [Homo sapiens]
XP_015206985.2	NP_060179.2	2.36e-96	307	78.090	178	23	terminal nucleotidyltransferase 5C [Homo sapiens]
XP_017947874.2	NP_001185971.1	2.44e-13	75.9	21.080	389	54	receptor for retinol uptake STRA6 isoform f [Homo sapiens]
XP_018670981.2	NP_060103.2	2.80e-88	285	50.161	311	44	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_019614296.1	NP_056518.2	4.33e-74	230	49.618	262	91	ribosomal RNA-processing protein 7 homolog A [Homo sapiens]
XP_019620205.1	NP_002429.1	3.26e-164	553	32.556	1029	34	macrophage mannose receptor 1 precursor [Homo sapiens]
XP_019621861.1	NP_000578.2	0.002	45.4	24.706	170	12	complement component C7 precursor [Homo sapiens]
XP_019624673.1	XP_047282814.1	0.90	35.0	27.820	133	26	transient receptor potential cation channel subfamily M member 5 isoform X3 [Homo sapiens]
XP_019624675.1	XP_047282814.1	0.78	35.0	27.820	133	27	transient receptor potential cation channel subfamily M member 5 isoform X3 [Homo sapiens]
XP_019625308.1	NP_001229783.1	6.25e-131	383	51.074	419	100	arfaptin-2 isoform 1 [Homo sapiens]
XP_019625311.1	NP_001229783.1	1.68e-135	394	53.234	402	100	arfaptin-2 isoform 1 [Homo sapiens]
XP_019625416.1	NP_060103.2	2.12e-155	447	57.286	398	97	terminal nucleotidyltransferase 5A [Homo sapiens]
XP_019630409.1	XP_047300732.1	7.61e-120	389	51.632	337	31	PMS1 protein homolog 1 isoform X3 [Homo sapiens]
XP_019638339.1	NP_001009894.2	4.59e-100	300	44.000	325	97	RNA ligase 1 [Homo sapiens]
XP_019640561.1	XP_047275484.1	2.28e-120	400	34.463	885	81	coiled-coil domain-containing protein 18 isoform X24 [Homo sapiens]
