qseqid	saccver	pident	length	qcovs	evalue	bitscore	stitle	source_file	organism	filepath
TENT5D_Homo_sapiens	XP_070581653.1	25.610	164	39	3.9	30.8	arylsulfatase B-like [Ptychodera flava]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Ptychodera_flava	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Ptychodera_flava/Hemichordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_006825326.1	61.697	389	85	8.55e-162	461	terminal nucleotidyltransferase 5A-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_077870453.1	43.590	39	9	1.1	31.2	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_002737251.1	25.000	68	15	1.8	30.8	tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_006825326.1	52.926	393	88	1.08e-142	412	terminal nucleotidyltransferase 5A-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_077869565.1	39.024	41	10	0.33	33.1	F-box only protein 10-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_006819549.2	27.273	88	20	0.60	32.3	fidgetin-like protein 1 [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_077862516.1	29.688	64	12	1.6	30.8	LOW QUALITY PROTEIN: phospholipid-transporting ATPase IF-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_077870006.1	47.222	36	8	1.7	30.8	atrial natriuretic peptide receptor 1-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_006822141.2	28.125	96	22	2.9	30.0	carboxypeptidase B-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_006825326.1	58.974	390	96	1.03e-156	446	terminal nucleotidyltransferase 5A-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_077866333.1	32.075	53	13	1.8	30.4	LOW QUALITY PROTEIN: mediator of RNA polymerase II transcription subunit 25-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_077865910.1	35.135	37	9	4.6	29.3	xaa-Pro aminopeptidase 1-like, partial [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_006812487.1	33.333	57	14	6.2	28.1	fucolectin-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_006825326.1	58.284	338	87	2.03e-141	407	terminal nucleotidyltransferase 5A-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_002735598.1	40.625	32	8	1.1	30.8	uncharacterized protein LOC100371873 isoform X1 [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_006817575.1	40.625	32	8	1.7	30.0	uncharacterized protein LOC100371873 isoform X3 [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_002738356.1	26.733	101	25	1.8	30.4	metabotropic glutamate receptor 8-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_077866831.1	54.167	24	6	2.2	30.0	sphingomyelin phosphodiesterase-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_002735665.1	32.812	64	15	2.4	30.0	intraflagellar transport protein 70A-like [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_002732152.1	26.027	73	19	3.7	29.3	AP-3 complex subunit mu-1 [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_002735599.1	40.625	32	8	6.0	28.5	uncharacterized protein LOC100371873 isoform X2 [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_006817576.1	40.625	32	8	8.3	28.1	uncharacterized protein LOC100371873 isoform X4 [Saccoglossus kowalevskii]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Saccoglossus_kowalevskii	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Saccoglossus_kowalevskii/Hemichordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_077976852.1	69.394	330	74	4.53e-159	454	terminal nucleotidyltransferase 5C-like [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_077991035.1	30.380	79	16	0.23	33.9	uncharacterized protein LOC144445370 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_077987019.1	29.487	78	17	0.96	32.3	laminin subunit alpha-1-like [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_077976852.1	60.479	334	79	1.56e-142	412	terminal nucleotidyltransferase 5C-like [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_077992201.1	30.435	69	16	0.67	32.3	fidgetin-like protein 1 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_077990780.1	36.585	41	10	4.0	30.0	uncharacterized protein LOC144445100 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_077979355.1	32.787	61	14	4.4	30.0	cullin-2-like [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_077991035.1	30.882	68	16	8.0	28.9	uncharacterized protein LOC144445370 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_077986693.1	25.000	112	24	9.9	27.7	uncharacterized protein LOC144441052 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_077976852.1	58.209	402	100	6.94e-157	447	terminal nucleotidyltransferase 5C-like [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_078000343.1	32.530	83	17	3.9	29.6	ankyrin repeat and protein kinase domain-containing protein 1-like isoform X1 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_078000347.1	30.303	99	20	4.3	29.6	uncharacterized protein LOC144452975 isoform X2 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_077992876.1	26.263	99	25	8.4	28.9	uncharacterized protein LOC144446905 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_077976852.1	59.451	328	84	7.82e-139	401	terminal nucleotidyltransferase 5C-like [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_077998830.1	28.788	66	17	1.6	31.2	uncharacterized protein LOC144451802 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_077994370.1	30.435	69	17	1.9	30.8	putative ammonium transporter 1 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_077977414.1	32.143	56	13	2.3	30.4	uncharacterized protein LOC144432975 [Glandiceps talaboti]	Hemichordata_TENT5A-B-C-D.txt	Hemichordata_Glandiceps_talaboti	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Hemichordata_Glandiceps_talaboti/Hemichordata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_033635424.1	62.388	335	75	1.08e-144	420	terminal nucleotidyltransferase 5C-like [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_033635424.1	57.895	323	76	2.09e-133	390	terminal nucleotidyltransferase 5C-like [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_033635257.1	28.947	76	16	1.4	31.6	phosphatidylinositol-binding clathrin assembly protein-like isoform X2 [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_033635424.1	60.651	338	86	1.73e-144	417	terminal nucleotidyltransferase 5C-like [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_033636750.1	26.286	175	38	5.9	29.3	uncharacterized protein LOC117297709 [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_033635424.1	54.167	336	86	1.96e-127	374	terminal nucleotidyltransferase 5C-like [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_033630741.1	29.630	54	14	1.3	31.6	serine/threonine-protein phosphatase 4 regulatory subunit 3A-like [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_033631561.1	26.316	57	15	4.6	29.6	WD repeat-containing protein 19-like isoform X3 [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_033631560.1	26.316	57	15	4.8	29.6	WD repeat-containing protein 19-like isoform X2 [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5D_Homo_sapiens	XP_033631559.1	26.316	57	15	4.9	29.6	WD repeat-containing protein 19-like isoform X1 [Asterias rubens]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Asterias_rubens	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Asterias_rubens/Echinodermata_TENT5A-B-C-D.txt
TENT5A_Homo_sapiens	XP_054753321.1	59.878	329	74	1.38e-134	395	terminal nucleotidyltransferase 5C-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_054753321.1	49.580	357	84	2.09e-126	374	terminal nucleotidyltransferase 5C-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_063954435.1	32.500	40	9	1.1	32.0	nucleolar pre-ribosomal-associated protein 1-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_054772396.2	28.155	103	24	1.7	31.6	adhesion G-protein coupled receptor G6-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_063968247.1	37.143	70	16	2.0	31.2	cubilin-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5B_Homo_sapiens	XP_063965704.1	45.833	24	6	7.9	28.9	uncharacterized protein LOC129276182 [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_054753321.1	59.412	340	87	7.42e-139	404	terminal nucleotidyltransferase 5C-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_054756180.2	42.424	33	8	2.1	30.8	monomeric sarcosine oxidase-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_063966074.1	25.547	137	34	2.8	30.4	uncharacterized protein LOC135156759 [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_063954435.1	34.146	41	10	6.2	29.6	nucleolar pre-ribosomal-associated protein 1-like [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_063958045.1	27.966	118	28	9.4	28.9	dynein axonemal heavy chain 6-like isoform X3 [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_063958043.1	27.966	118	28	9.5	28.9	dynein axonemal heavy chain 6-like isoform X1 [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
TENT5C_Homo_sapiens	XP_063958044.1	27.966	118	28	9.7	28.9	dynein axonemal heavy chain 6-like isoform X2 [Lytechinus pictus]	Echinodermata_TENT5A-B-C-D.txt	Echinodermata_Lytechinus_pictus	/rna/liha/phylogenomics_practice/TENT/TENT5/Blast/Results/Echinodermata_Lytechinus_pictus/Echinodermata_TENT5A-B-C-D.txt
